Month,Sector,Jurisdiction,Number_of_Agreements,Number_of_Employees,Duration_Months_Avg,First_Year_Pct_Adjustment_Avg,Annual_Pct_Adjustment_Avg,Extraction_Date
2022,Manufacturing,Provincial Jurisdiction,8,12376,52.3,9.0,3.9,2025-10-21
2022,Wholesale and retail trade,All Jurisdictions,3,10577,43.5,7.9,3.1,2025-10-21
2022,Wholesale and retail trade,Provincial Jurisdiction,3,10577,43.5,7.9,3.1,2025-10-21
2022,Transportation,All Jurisdictions,17,42278,42.0,3.3,2.9,2025-10-21
2022,Transportation,Federal Jurisdiction,13,24833,49.1,3.9,3.3,2025-10-21
2022,Transportation,Provincial Jurisdiction,4,17445,31.8,2.5,2.4,2025-10-21
2022,Information and culture,All Jurisdictions,9,15770,47.8,2.6,2.4,2025-10-21
2022,Information and culture,Federal Jurisdiction,6,13890,48.9,2.8,2.6,2025-10-21
2022,Information and culture,Provincial Jurisdiction,3,1880,39.5,1.1,1.1,2025-10-21
2022,Finance and professional services,All Jurisdictions,9,23855,53.6,1.8,2.1,2025-10-21
2022,Finance and professional services,Federal Jurisdiction,4,2290,44.3,2.4,2.7,2025-10-21
2022,Finance and professional services,Provincial Jurisdiction,5,21565,54.6,1.7,2.0,2025-10-21
2022,"Education, health, and social services",All Jurisdictions,59,404495,42.9,2.5,2.6,2025-10-21
2022,"Education, health, and social services",Provincial Jurisdiction,59,404495,42.9,2.5,2.6,2025-10-21
2022,Entertainment and hospitality,All Jurisdictions,2,2406,40.0,4.8,3.7,2025-10-21
2022,Entertainment and hospitality,Provincial Jurisdiction,2,2406,40.0,4.8,3.7,2025-10-21
2022,Public administration,All Jurisdictions,27,132603,40.7,2.4,2.3,2025-10-21
2022,Public administration,Federal Jurisdiction,1,4500,48.0,3.5,2.8,2025-10-21
2022,Public administration,Provincial Jurisdiction,26,128103,40.5,2.3,2.3,2025-10-21
2023,All industries,All Jurisdictions,159,720010,42.9,3.7,3.4,2025-10-21
2023,All industries,Federal Jurisdiction,36,263293,47.1,2.7,3.2,2025-10-21
2023,All industries,Provincial Jurisdiction,123,456717,40.5,4.3,3.4,2025-10-21
2023,Primary industries,All Jurisdictions,1,750,48.0,3.5,2.9,2025-10-21
2023,Primary industries,Provincial Jurisdiction,1,750,48.0,3.5,2.9,2025-10-21
2023,Utilities,All Jurisdictions,8,19154,29.4,3.9,3.8,2025-10-21
2023,Utilities,Provincial Jurisdiction,8,19154,29.4,3.9,3.8,2025-10-21
2023,Construction,All Jurisdictions,9,25701,27.8,8.2,5.9,2025-10-21
2023,Construction,Federal Jurisdiction,1,850,60.0,4.0,3.8,2025-10-21
2023,Construction,Provincial Jurisdiction,8,24851,26.7,8.4,5.9,2025-10-21
2023,Manufacturing,All Jurisdictions,9,22886,37.3,8.9,4.9,2025-10-21
2023,Manufacturing,Provincial Jurisdiction,9,22886,37.3,8.9,4.9,2025-10-21
2023,Wholesale and retail trade,All Jurisdictions,4,13379,57.5,8.9,4.0,2025-10-21
2023,Wholesale and retail trade,Provincial Jurisdiction,4,13379,57.5,8.9,4.0,2025-10-21
2023,Transportation,All Jurisdictions,24,44872,38.1,4.9,3.9,2025-10-21
2023,Transportation,Federal Jurisdiction,17,32469,38.5,5.9,4.4,2025-10-21
2023,Transportation,Provincial Jurisdiction,7,12403,37.2,2.4,2.4,2025-10-21
2023,Information and culture,All Jurisdictions,4,10961,57.3,1.6,2.5,2025-10-21
2023,Information and culture,Federal Jurisdiction,4,10961,57.3,1.6,2.5,2025-10-21
2023,Finance and professional services,All Jurisdictions,4,3619,45.8,7.0,4.3,2025-10-21
2023,Finance and professional services,Federal Jurisdiction,3,2065,27.7,9.0,6.1,2025-10-21
2023,Finance and professional services,Provincial Jurisdiction,1,1554,69.8,4.2,2.0,2025-10-21
2023,"Education, health, and social services",All Jurisdictions,61,315067,41.4,3.7,3.2,2025-10-21
2023,"Education, health, and social services",Provincial Jurisdiction,61,315067,41.4,3.7,3.2,2025-10-21
2023,Public administration,All Jurisdictions,35,263621,47.1,2.3,3.0,2025-10-21
2023,Public administration,Federal Jurisdiction,11,216948,48.0,2.2,3.0,2025-10-21
2023,Public administration,Provincial Jurisdiction,24,46673,42.7,2.9,2.8,2025-10-21
2024,All industries,All Jurisdictions,145,1115557,50.8,4.7,3.4,2025-10-21
2024,All industries,Federal Jurisdiction,23,69202,35.6,4.5,3.6,2025-10-21
2024,All industries,Provincial Jurisdiction,122,1046355,51.8,4.8,3.3,2025-10-21
2024,Primary industries,All Jurisdictions,1,3317,36.0,5.0,4.0,2025-10-21
2024,Primary industries,Provincial Jurisdiction,1,3317,36.0,5.0,4.0,2025-10-21
2024,Utilities,All Jurisdictions,3,3361,31.9,3.3,3.0,2025-10-21
2024,Utilities,Provincial Jurisdiction,3,3361,31.9,3.3,3.0,2025-10-21
2024,Construction,All Jurisdictions,1,700,48.0,2.8,2.6,2025-10-21
2024,Construction,Federal Jurisdiction,1,700,48.0,2.8,2.6,2025-10-21
2024,Manufacturing,All Jurisdictions,7,8804,41.9,10.4,6.1,2025-10-21
2024,Manufacturing,Provincial Jurisdiction,7,8804,41.9,10.4,6.1,2025-10-21
2024,Wholesale and retail trade,All Jurisdictions,1,10229,36.0,3.0,2.6,2025-10-21
2024,Wholesale and retail trade,Provincial Jurisdiction,1,10229,36.0,3.0,2.6,2025-10-21
2024,Transportation,All Jurisdictions,11,24201,41.5,5.0,4.0,2025-10-21
2024,Transportation,Federal Jurisdiction,9,10901,46.3,5.6,3.7,2025-10-21
2024,Transportation,Provincial Jurisdiction,2,13300,37.6,4.6,4.2,2025-10-21
2024,Information and culture,All Jurisdictions,6,8605,40.7,3.2,2.0,2025-10-21
2024,Information and culture,Federal Jurisdiction,3,5600,39.8,3.1,1.7,2025-10-21
2024,Information and culture,Provincial Jurisdiction,3,3005,42.4,3.4,2.6,2025-10-21
2024,Finance and professional services,All Jurisdictions,7,24715,35.1,3.4,3.7,2025-10-21
2024,Finance and professional services,Federal Jurisdiction,3,10430,15.5,4.5,4.4,2025-10-21
2024,Finance and professional services,Provincial Jurisdiction,4,14285,49.5,2.5,3.2,2025-10-21
2024,"Education, health, and social services",All Jurisdictions,76,904206,53.2,4.9,3.3,2025-10-21
2024,"Education, health, and social services",Provincial Jurisdiction,76,904206,53.2,4.9,3.3,2025-10-21
2024,Entertainment and hospitality,All Jurisdictions,2,1311,30.9,7.1,5.1,2025-10-21
2024,Entertainment and hospitality,Provincial Jurisdiction,2,1311,30.9,7.1,5.1,2025-10-21
2024,Public administration,All Jurisdictions,30,126108,42.1,3.9,3.3,2025-10-21
2024,Public administration,Federal Jurisdiction,7,41571,37.0,4.5,3.7,2025-10-21
2024,Public administration,Provincial Jurisdiction,23,84537,44.6,3.6,3.1,2025-10-21
2025,All industries,All Jurisdictions,51,299241,47.6,5.8,3.9,2025-10-21
2025,All industries,Federal Jurisdiction,9,17332,47.9,4.8,3.8,2025-10-21
2025,All industries,Provincial Jurisdiction,42,281909,47.6,5.8,3.9,2025-10-21
2025,Primary industries,All Jurisdictions,1,536,36.0,3.0,3.0,2025-10-21
2025,Primary industries,Federal Jurisdiction,1,536,36.0,3.0,3.0,2025-10-21
2025,Utilities,All Jurisdictions,2,3280,52.8,2.9,3.5,2025-10-21
2025,Utilities,Provincial Jurisdiction,2,3280,52.8,2.9,3.5,2025-10-21
2025,Construction,All Jurisdictions,9,163584,48.0,7.4,4.3,2025-10-21
2025,Construction,Provincial Jurisdiction,9,163584,48.0,7.4,4.3,2025-10-21
2025,Manufacturing,All Jurisdictions,1,2400,72.0,4.0,3.2,2025-10-21
2025,Manufacturing,Provincial Jurisdiction,1,2400,72.0,4.0,3.2,2025-10-21
2025,Wholesale and retail trade,All Jurisdictions,2,5825,70.2,6.1,3.4,2025-10-21
2025,Wholesale and retail trade,Provincial Jurisdiction,2,5825,70.2,6.1,3.4,2025-10-21
2025,Transportation,All Jurisdictions,7,11782,43.0,4.2,3.6,2025-10-21
2025,Transportation,Federal Jurisdiction,5,5790,45.2,5.4,4.1,2025-10-21
2025,Transportation,Provincial Jurisdiction,2,5992,40.9,3.0,3.1,2025-10-21
2025,Information and culture,All Jurisdictions,1,2500,60.0,4.0,3.4,2025-10-21
2025,Information and culture,Federal Jurisdiction,1,2500,60.0,4.0,3.4,2025-10-21
2025,Finance and professional services,All Jurisdictions,2,2386,36.0,4.2,4.2,2025-10-21
2025,Finance and professional services,Federal Jurisdiction,1,836,36.0,4.0,3.5,2025-10-21
2025,Finance and professional services,Provincial Jurisdiction,1,1550,36.0,4.2,4.6,2025-10-21
2025,"Education, health, and social services",All Jurisdictions,17,72390,44.8,3.2,3.1,2025-10-21
2025,"Education, health, and social services",Provincial Jurisdiction,17,72390,44.8,3.2,3.1,2025-10-21
2025,Entertainment and hospitality,All Jurisdictions,1,1606,24.0,10.8,10.2,2025-10-21
2025,Entertainment and hospitality,Provincial Jurisdiction,1,1606,24.0,10.8,10.2,2025-10-21
2025,Public administration,All Jurisdictions,8,32952,48.2,4.2,3.3,2025-10-21
2025,Public administration,Federal Jurisdiction,1,7670,48.0,4.7,3.7,2025-10-21
2025,Public administration,Provincial Jurisdiction,7,25282,48.3,4.0,3.2,2025-10-21
